pick_no,round,scoring_type,qb_need,rb_need,wr_need,te_need,k_need,dst_need,flex_need,other_qb_need,other_rb_need,other_wr_need,other_te_need,other_k_need,other_dst_need,other_flex_need,qb_available,rb_available,wr_available,te_available,k_available,dst_available,flex_available,qb_vor,rb_vor,wr_vor,te_vor,k_vor,flex_vor,position_drafted,draft_id
119,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,28,19,17,32,60,2.0,51.0,44.0,13.0,17.0,51.0,WR,1226238212440068096
120,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,27,19,17,32,59,2.0,51.0,44.0,13.0,17.0,51.0,RB,1226238212440068096
121,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,27,19,17,32,59,2.0,51.0,44.0,13.0,17.0,51.0,WR,1226238212440068096
122,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,26,19,17,32,58,2.0,51.0,44.0,13.0,17.0,51.0,TE,1226238212440068096
123,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,26,18,17,32,57,2.0,51.0,44.0,9.0,17.0,51.0,WR,1226238212440068096
124,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,25,18,17,32,56,2.0,51.0,44.0,9.0,17.0,51.0,RB,1226238212440068096
125,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,12,25,18,17,32,55,2.0,51.0,44.0,9.0,17.0,51.0,RB,1226238212440068096
126,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,12,25,18,17,32,55,2.0,51.0,44.0,9.0,17.0,51.0,QB,1226238212440068096
127,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,12,25,18,17,32,55,2.0,51.0,44.0,9.0,17.0,51.0,WR,1226238212440068096
128,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,12,24,18,17,32,54,2.0,51.0,44.0,9.0,17.0,51.0,WR,1226238212440068096
129,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,12,24,18,17,32,54,2.0,51.0,44.0,9.0,17.0,51.0,WR,1226238212440068096
130,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,12,23,18,17,32,53,2.0,51.0,44.0,9.0,17.0,51.0,TE,1226238212440068096
131,14,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,12,23,17,17,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
132,14,0.0,0,0,0,0,1,1,0,0,0,0,0,8,9,0,3,12,23,17,17,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
133,14,0.0,0,0,0,0,1,1,0,0,0,0,0,7,9,0,3,12,23,17,16,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
134,14,0.0,0,0,0,0,1,1,0,0,0,0,0,6,9,0,3,12,23,17,15,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
135,14,0.0,0,0,0,0,1,1,0,0,0,0,0,5,9,0,3,12,23,17,15,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
136,14,0.0,0,0,0,0,1,1,0,0,0,0,0,4,9,0,3,12,23,17,14,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
137,14,0.0,0,0,0,0,1,1,0,0,0,0,0,3,9,0,3,12,23,17,13,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
138,14,0.0,0,0,0,0,1,1,0,0,0,0,0,2,9,0,3,12,23,17,12,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
139,14,0.0,0,0,0,0,1,1,0,0,0,0,0,1,9,0,3,12,23,17,11,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
140,14,0.0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,3,12,23,17,10,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1226238212440068096
141,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
142,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
143,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
144,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
145,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
146,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
147,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
148,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
149,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
150,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,23,17,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1226238212440068096
1,1,0.0,1,2,2,1,1,1,2,9,18,18,9,9,9,18,22,48,71,32,17,32,151,69.0,164.0,125.0,68.0,17.0,164.0,WR,1226239151213391872
2,1,0.0,1,2,2,1,1,1,2,9,18,17,9,9,9,18,22,48,70,32,17,32,150,69.0,164.0,116.0,68.0,17.0,164.0,RB,1226239151213391872
3,1,0.0,1,2,2,1,1,1,2,9,17,17,9,9,9,18,22,47,70,32,17,32,149,69.0,154.0,116.0,68.0,17.0,154.0,WR,1226239151213391872
4,1,0.0,1,2,2,1,1,1,2,9,17,16,9,9,9,18,22,47,69,32,17,32,148,69.0,154.0,106.0,68.0,17.0,154.0,RB,1226239151213391872
5,1,0.0,1,2,2,1,1,1,2,9,16,16,9,9,9,18,22,46,69,32,17,32,147,69.0,154.0,106.0,68.0,17.0,154.0,WR,1226239151213391872
6,1,0.0,1,2,2,1,1,1,2,9,16,15,9,9,9,18,22,46,68,32,17,32,146,69.0,154.0,106.0,68.0,17.0,154.0,WR,1226239151213391872
7,1,0.0,1,2,2,1,1,1,2,9,16,14,9,9,9,18,22,46,67,32,17,32,145,69.0,154.0,106.0,68.0,17.0,154.0,WR,1226239151213391872
8,1,0.0,1,2,2,1,1,1,2,9,16,13,9,9,9,18,22,46,66,32,17,32,144,69.0,154.0,106.0,68.0,17.0,154.0,RB,1226239151213391872
9,1,0.0,1,2,2,1,1,1,2,9,15,13,9,9,9,18,22,45,66,32,17,32,143,69.0,154.0,106.0,68.0,17.0,154.0,WR,1226239151213391872
10,1,0.0,1,2,2,1,1,1,2,9,15,12,9,9,9,18,22,45,65,32,17,32,142,69.0,154.0,96.0,68.0,17.0,154.0,WR,1226239151213391872
11,2,0.0,1,2,1,1,1,1,2,9,15,12,9,9,9,18,22,45,64,32,17,32,141,69.0,154.0,96.0,68.0,17.0,154.0,WR,1226239151213391872
12,2,0.0,1,2,1,1,1,1,2,9,15,11,9,9,9,18,22,45,63,32,17,32,140,69.0,154.0,89.0,68.0,17.0,154.0,WR,1226239151213391872
13,2,0.0,1,1,2,1,1,1,2,9,16,9,9,9,9,18,22,45,63,32,17,32,140,69.0,154.0,89.0,68.0,17.0,154.0,WR,1226239151213391872
14,2,0.0,1,2,1,1,1,1,2,9,15,9,9,9,9,18,22,45,62,32,17,32,139,69.0,154.0,89.0,68.0,17.0,154.0,RB,1226239151213391872
15,2,0.0,1,2,1,1,1,1,2,9,14,9,9,9,9,18,22,44,62,32,17,32,138,69.0,154.0,89.0,68.0,17.0,154.0,WR,1226239151213391872
16,2,0.0,1,2,1,1,1,1,2,9,14,8,9,9,9,18,22,44,61,32,17,32,137,69.0,154.0,89.0,68.0,17.0,154.0,TE,1226239151213391872
17,2,0.0,1,1,2,1,1,1,2,9,15,7,8,9,9,18,22,44,61,31,17,32,136,69.0,154.0,89.0,68.0,17.0,154.0,RB,1226239151213391872
18,2,0.0,1,2,1,1,1,1,2,9,13,8,8,9,9,18,22,43,61,31,17,32,135,69.0,127.0,89.0,68.0,17.0,127.0,TE,1226239151213391872
19,2,0.0,1,1,2,1,1,1,2,9,14,7,7,9,9,18,22,43,61,30,17,32,134,69.0,127.0,89.0,67.0,17.0,127.0,WR,1226239151213391872
20,2,0.0,1,2,1,1,1,1,2,9,13,7,7,9,9,18,22,43,60,30,17,32,133,69.0,127.0,89.0,67.0,17.0,127.0,QB,1226239151213391872
21,3,0.0,0,2,1,1,1,1,2,9,13,7,7,9,9,18,21,43,60,30,17,32,133,69.0,127.0,89.0,67.0,17.0,127.0,WR,1226239151213391872
22,3,0.0,1,1,1,1,1,1,2,8,14,6,7,9,9,18,21,43,59,30,17,32,132,69.0,127.0,89.0,67.0,17.0,127.0,WR,1226239151213391872
23,3,0.0,1,2,1,0,1,1,2,8,13,5,8,9,9,18,21,43,58,30,17,32,131,69.0,127.0,89.0,67.0,17.0,127.0,WR,1226239151213391872
24,3,0.0,1,0,2,1,1,1,2,8,15,3,7,9,9,18,21,43,57,30,17,32,130,69.0,127.0,81.0,67.0,17.0,127.0,QB,1226239151213391872
25,3,0.0,1,2,1,0,1,1,2,7,13,4,8,9,9,18,20,43,57,30,17,32,130,69.0,127.0,81.0,67.0,17.0,127.0,RB,1226239151213391872
26,3,0.0,1,2,0,1,1,1,2,7,12,5,7,9,9,18,20,42,57,30,17,32,129,69.0,124.0,81.0,67.0,17.0,124.0,RB,1226239151213391872
27,3,0.0,1,1,1,1,1,1,2,7,12,4,7,9,9,18,20,41,57,30,17,32,128,69.0,124.0,81.0,67.0,17.0,124.0,WR,1226239151213391872
28,3,0.0,1,1,1,1,1,1,2,7,12,3,7,9,9,18,20,41,56,30,17,32,127,69.0,124.0,81.0,67.0,17.0,124.0,RB,1226239151213391872
29,3,0.0,1,2,0,1,1,1,2,7,10,4,7,9,9,18,20,40,56,30,17,32,126,69.0,124.0,81.0,67.0,17.0,124.0,RB,1226239151213391872
30,3,0.0,1,2,0,1,1,1,2,7,9,4,7,9,9,18,20,39,56,30,17,32,125,69.0,109.0,81.0,67.0,17.0,109.0,WR,1226239151213391872
31,4,0.0,1,2,0,1,1,1,1,7,9,4,7,9,9,18,20,39,55,30,17,32,124,69.0,109.0,63.0,67.0,17.0,109.0,WR,1226239151213391872
32,4,0.0,1,1,0,1,1,1,2,7,10,4,7,9,9,16,20,39,54,30,17,32,123,69.0,109.0,63.0,67.0,17.0,109.0,WR,1226239151213391872
33,4,0.0,1,0,1,1,1,1,2,7,11,3,7,9,9,15,20,39,54,30,17,32,123,69.0,109.0,63.0,67.0,17.0,109.0,QB,1226239151213391872
34,4,0.0,1,1,0,1,1,1,2,6,10,4,7,9,9,15,19,39,54,30,17,32,123,68.0,109.0,63.0,67.0,17.0,109.0,TE,1226239151213391872
35,4,0.0,1,1,0,1,1,1,2,6,10,4,6,9,9,15,19,39,54,29,17,32,122,68.0,109.0,63.0,67.0,17.0,109.0,RB,1226239151213391872
36,4,0.0,1,1,1,0,1,1,2,6,9,3,7,9,9,15,19,38,54,29,17,32,121,68.0,109.0,63.0,67.0,17.0,109.0,RB,1226239151213391872
37,4,0.0,0,0,2,1,1,1,2,7,9,2,6,9,9,15,19,37,54,29,17,32,120,68.0,109.0,63.0,67.0,17.0,109.0,RB,1226239151213391872
38,4,0.0,1,2,0,0,1,1,2,6,7,4,7,9,9,14,19,36,54,29,17,32,119,68.0,109.0,63.0,67.0,17.0,109.0,RB,1226239151213391872
39,4,0.0,1,1,0,1,1,1,2,6,7,4,6,9,9,14,19,36,54,29,17,32,119,68.0,109.0,63.0,67.0,17.0,109.0,RB,1226239151213391872
40,4,0.0,0,2,0,1,1,1,2,7,5,4,6,9,9,14,19,35,54,29,17,32,118,68.0,99.0,63.0,67.0,17.0,99.0,WR,1226239151213391872
41,5,0.0,0,2,0,1,1,1,1,7,5,4,6,9,9,14,19,35,54,29,17,32,118,68.0,99.0,63.0,67.0,17.0,99.0,WR,1226239151213391872
42,5,0.0,1,0,0,1,1,1,2,6,7,4,6,9,9,12,19,35,53,29,17,32,117,68.0,99.0,63.0,67.0,17.0,99.0,RB,1226239151213391872
43,5,0.0,1,1,0,0,1,1,2,6,6,4,7,9,9,11,19,34,53,29,17,32,116,68.0,96.0,63.0,67.0,17.0,96.0,QB,1226239151213391872
44,5,0.0,0,0,2,1,1,1,1,6,7,2,6,9,9,12,18,34,53,29,17,32,116,52.0,96.0,63.0,67.0,17.0,96.0,WR,1226239151213391872
45,5,0.0,1,0,1,0,1,1,2,5,7,2,7,9,9,11,18,34,52,29,17,32,115,52.0,96.0,63.0,67.0,17.0,96.0,WR,1226239151213391872
46,5,0.0,1,0,0,1,1,1,2,5,7,2,6,9,9,11,18,34,51,29,17,32,114,52.0,96.0,63.0,67.0,17.0,96.0,RB,1226239151213391872
47,5,0.0,1,1,0,0,1,1,2,5,6,2,7,9,9,10,18,33,51,29,17,32,113,52.0,96.0,63.0,67.0,17.0,96.0,WR,1226239151213391872
48,5,0.0,0,0,1,1,1,1,2,6,7,1,6,9,9,9,18,33,50,29,17,32,112,52.0,96.0,63.0,67.0,17.0,96.0,RB,1226239151213391872
49,5,0.0,1,1,0,1,1,1,1,5,6,2,6,9,9,9,18,32,50,29,17,32,111,52.0,96.0,63.0,67.0,17.0,96.0,QB,1226239151213391872
50,5,0.0,1,2,0,1,1,1,0,4,5,2,6,9,9,10,17,32,50,29,17,32,111,25.0,96.0,63.0,67.0,17.0,96.0,WR,1226239151213391872
51,6,0.0,1,2,0,1,1,1,0,4,5,2,6,9,9,10,17,32,49,29,17,32,110,25.0,96.0,63.0,67.0,17.0,96.0,RB,1226239151213391872
52,6,0.0,0,1,0,1,1,1,1,5,5,2,6,9,9,9,17,31,49,29,17,32,109,25.0,88.0,63.0,67.0,17.0,88.0,WR,1226239151213391872
53,6,0.0,0,0,1,1,1,1,1,5,6,1,6,9,9,8,17,31,48,29,17,32,108,25.0,88.0,63.0,67.0,17.0,88.0,WR,1226239151213391872
54,6,0.0,1,1,0,0,1,1,1,4,5,1,7,9,9,8,17,31,47,29,17,32,107,25.0,88.0,63.0,67.0,17.0,88.0,WR,1226239151213391872
55,6,0.0,1,0,0,1,1,1,1,4,6,1,6,9,9,7,17,31,47,29,17,32,107,25.0,88.0,63.0,67.0,17.0,88.0,TE,1226239151213391872
56,6,0.0,1,0,0,0,1,1,2,4,6,1,6,9,9,6,17,31,47,28,17,32,106,25.0,88.0,63.0,46.0,17.0,88.0,WR,1226239151213391872
57,6,0.0,0,0,1,1,1,1,1,5,6,0,5,9,9,6,17,31,46,28,17,32,105,25.0,88.0,63.0,46.0,17.0,88.0,RB,1226239151213391872
58,6,0.0,0,1,0,0,1,1,2,5,5,1,6,9,9,4,17,30,46,28,17,32,104,25.0,76.0,63.0,46.0,17.0,76.0,RB,1226239151213391872
59,6,0.0,1,0,0,1,1,1,1,4,5,1,5,9,9,5,17,29,46,28,17,32,103,25.0,72.0,63.0,46.0,17.0,72.0,WR,1226239151213391872
60,6,0.0,0,2,0,1,1,1,0,5,3,1,5,9,9,5,17,29,45,28,17,32,102,25.0,72.0,63.0,46.0,17.0,72.0,WR,1226239151213391872
61,7,0.0,0,2,0,1,1,1,0,5,3,1,5,9,9,5,17,29,44,28,17,32,101,25.0,72.0,63.0,46.0,17.0,72.0,RB,1226239151213391872
62,7,0.0,1,0,0,1,1,1,0,4,4,1,5,9,9,5,17,28,44,28,17,32,100,25.0,65.0,63.0,46.0,17.0,65.0,QB,1226239151213391872
63,7,0.0,0,0,0,0,1,1,2,4,4,1,6,9,9,3,16,28,44,28,17,32,100,15.0,65.0,63.0,46.0,17.0,65.0,RB,1226239151213391872
64,7,0.0,0,0,1,1,1,1,0,4,4,0,5,9,9,4,16,27,44,28,17,32,99,15.0,65.0,63.0,46.0,17.0,65.0,RB,1226239151213391872
65,7,0.0,1,0,0,0,1,1,1,3,4,1,6,9,9,3,16,26,44,28,17,32,98,15.0,65.0,63.0,46.0,17.0,65.0,WR,1226239151213391872
66,7,0.0,1,0,0,0,1,1,1,3,4,1,6,9,9,2,16,26,43,28,17,32,97,15.0,65.0,63.0,46.0,17.0,65.0,WR,1226239151213391872
67,7,0.0,1,1,0,0,1,1,0,3,3,1,6,9,9,2,16,26,42,28,17,32,96,15.0,65.0,50.0,46.0,17.0,65.0,RB,1226239151213391872
68,7,0.0,0,0,0,1,1,1,1,4,3,1,5,9,9,1,16,26,42,28,17,32,96,15.0,65.0,50.0,46.0,17.0,65.0,WR,1226239151213391872
69,7,0.0,0,1,0,1,1,1,0,4,2,1,5,9,9,1,16,26,41,28,17,32,95,15.0,65.0,50.0,46.0,17.0,65.0,TE,1226239151213391872
70,7,0.0,1,1,0,1,1,1,0,3,2,1,4,9,9,1,16,26,41,27,17,32,94,15.0,65.0,50.0,36.0,17.0,65.0,RB,1226239151213391872
71,8,0.0,1,0,0,1,1,1,0,3,2,1,4,9,9,1,16,25,41,27,17,32,93,15.0,65.0,50.0,36.0,17.0,65.0,QB,1226239151213391872
72,8,0.0,0,1,0,0,1,1,0,3,1,1,5,9,9,1,15,25,41,27,17,32,93,10.0,65.0,50.0,36.0,17.0,65.0,RB,1226239151213391872
73,8,0.0,0,0,0,1,1,1,0,3,1,1,4,9,9,1,15,24,41,27,17,32,92,10.0,63.0,50.0,36.0,17.0,63.0,WR,1226239151213391872
74,8,0.0,1,0,0,0,1,1,0,2,1,1,5,9,9,1,15,24,40,27,17,32,91,10.0,63.0,50.0,36.0,17.0,63.0,QB,1226239151213391872
75,8,0.0,1,0,0,0,1,1,0,1,1,1,5,9,9,1,14,24,40,27,17,32,91,10.0,63.0,50.0,36.0,17.0,63.0,QB,1226239151213391872
76,8,0.0,1,0,0,0,1,1,0,0,1,1,5,9,9,1,13,24,40,27,17,32,91,10.0,63.0,50.0,36.0,17.0,63.0,QB,1226239151213391872
77,8,0.0,0,0,1,1,1,1,0,0,1,0,4,9,9,1,12,24,40,27,17,32,91,10.0,63.0,50.0,36.0,17.0,63.0,TE,1226239151213391872
78,8,0.0,0,0,0,0,1,1,1,0,1,1,4,9,9,0,12,24,40,26,17,32,90,10.0,63.0,50.0,36.0,17.0,63.0,RB,1226239151213391872
79,8,0.0,0,0,0,1,1,1,0,0,1,1,3,9,9,0,12,24,40,26,17,32,90,10.0,63.0,50.0,36.0,17.0,63.0,WR,1226239151213391872
80,8,0.0,0,1,0,1,1,1,0,0,0,1,3,9,9,0,12,24,39,26,17,32,89,10.0,63.0,50.0,36.0,17.0,63.0,TE,1226239151213391872
81,9,0.0,0,1,0,0,1,1,0,0,0,1,3,9,9,0,12,24,39,25,17,32,88,10.0,63.0,50.0,36.0,17.0,63.0,RB,1226239151213391872
82,9,0.0,0,0,0,1,1,1,0,0,0,1,2,9,9,0,12,23,39,25,17,32,87,10.0,63.0,50.0,36.0,17.0,63.0,TE,1226239151213391872
83,9,0.0,0,0,0,0,1,1,0,0,0,1,2,9,9,0,12,23,39,24,17,32,86,10.0,63.0,50.0,36.0,17.0,63.0,WR,1226239151213391872
84,9,0.0,0,0,1,0,1,1,0,0,0,0,2,9,9,0,12,23,38,24,17,32,85,10.0,63.0,50.0,36.0,17.0,63.0,WR,1226239151213391872
85,9,0.0,0,0,0,0,1,1,0,0,0,0,2,9,9,0,12,23,37,24,17,32,84,10.0,63.0,44.0,36.0,17.0,63.0,WR,1226239151213391872
86,9,0.0,0,0,0,0,1,1,0,0,0,0,2,9,9,0,12,23,36,24,17,32,83,10.0,63.0,44.0,36.0,17.0,63.0,WR,1226239151213391872
87,9,0.0,0,0,0,0,1,1,0,0,0,0,2,9,9,0,12,23,35,24,17,32,82,10.0,63.0,44.0,36.0,17.0,63.0,RB,1226239151213391872
88,9,0.0,0,0,0,1,1,1,0,0,0,0,1,9,9,0,12,22,35,24,17,32,81,10.0,63.0,44.0,36.0,17.0,63.0,TE,1226239151213391872
89,9,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,22,35,23,17,32,80,10.0,63.0,44.0,22.0,17.0,63.0,RB,1226239151213391872
90,9,0.0,0,0,0,1,1,1,0,0,0,0,0,9,9,0,12,21,35,23,17,32,79,10.0,51.0,44.0,22.0,17.0,51.0,RB,1226239151213391872
91,10,0.0,0,0,0,1,1,1,0,0,0,0,0,9,9,0,12,20,35,23,17,32,78,10.0,51.0,44.0,22.0,17.0,51.0,WR,1226239151213391872
92,10,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,20,34,23,17,32,77,10.0,51.0,44.0,22.0,17.0,51.0,WR,1226239151213391872
93,10,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,20,33,23,17,32,76,10.0,51.0,44.0,22.0,17.0,51.0,WR,1226239151213391872
94,10,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,20,32,23,17,32,75,10.0,51.0,44.0,22.0,17.0,51.0,WR,1226239151213391872
95,10,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,20,32,23,17,32,75,10.0,51.0,44.0,22.0,17.0,51.0,RB,1226239151213391872
96,10,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,20,32,23,17,32,75,10.0,51.0,44.0,22.0,17.0,51.0,WR,1226239151213391872
97,10,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,20,31,23,17,32,74,10.0,51.0,44.0,22.0,17.0,51.0,RB,1226239151213391872
98,10,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,19,31,23,17,32,73,10.0,51.0,44.0,22.0,17.0,51.0,RB,1226239151213391872
99,10,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,18,31,23,17,32,72,10.0,51.0,44.0,22.0,17.0,51.0,RB,1226239151213391872
100,10,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,12,17,31,23,17,32,71,10.0,51.0,44.0,22.0,17.0,51.0,QB,1226239151213391872
101,11,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,11,17,31,23,17,32,71,3.0,51.0,44.0,22.0,17.0,51.0,TE,1226239151213391872
102,11,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,11,17,31,22,17,32,70,3.0,51.0,44.0,22.0,17.0,51.0,TE,1226239151213391872
103,11,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,11,17,31,21,17,32,69,3.0,51.0,44.0,22.0,17.0,51.0,QB,1226239151213391872
104,11,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,10,17,31,21,17,32,69,3.0,51.0,44.0,22.0,17.0,51.0,QB,1226239151213391872
105,11,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,9,17,31,21,17,32,69,3.0,51.0,44.0,22.0,17.0,51.0,QB,1226239151213391872
106,11,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,8,17,31,21,17,32,69,2.0,51.0,44.0,22.0,17.0,51.0,QB,1226239151213391872
107,11,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,7,17,31,21,17,32,69,2.0,51.0,44.0,22.0,17.0,51.0,QB,1226239151213391872
108,11,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,6,17,31,21,17,32,69,2.0,51.0,44.0,22.0,17.0,51.0,RB,1226239151213391872
109,11,0.0,0,0,0,0,1,1,0,0,0,0,1,9,9,0,6,16,31,21,17,32,68,2.0,51.0,44.0,22.0,17.0,51.0,RB,1226239151213391872
110,11,0.0,0,0,0,1,1,1,0,0,0,0,0,9,9,0,6,15,31,21,17,32,67,2.0,51.0,44.0,22.0,17.0,51.0,QB,1226239151213391872
111,12,0.0,0,0,0,1,1,1,0,0,0,0,0,9,9,0,5,15,31,21,17,32,67,2.0,51.0,44.0,22.0,17.0,51.0,TE,1226239151213391872
112,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,5,15,31,20,17,32,66,2.0,51.0,44.0,22.0,17.0,51.0,QB,1226239151213391872
113,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,15,31,20,17,32,66,2.0,51.0,44.0,22.0,17.0,51.0,TE,1226239151213391872
114,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,15,31,19,17,32,65,2.0,51.0,44.0,13.0,17.0,51.0,WR,1226239151213391872
115,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,15,30,19,17,32,64,2.0,51.0,44.0,13.0,17.0,51.0,WR,1226239151213391872
116,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,15,29,19,17,32,63,2.0,51.0,44.0,13.0,17.0,51.0,RB,1226239151213391872
117,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,14,29,19,17,32,62,2.0,51.0,44.0,13.0,17.0,51.0,WR,1226239151213391872
118,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,14,28,19,17,32,61,2.0,51.0,44.0,13.0,17.0,51.0,WR,1226239151213391872
119,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,14,27,19,17,32,60,2.0,51.0,44.0,13.0,17.0,51.0,RB,1226239151213391872
120,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,27,19,17,32,59,2.0,51.0,44.0,13.0,17.0,51.0,WR,1226239151213391872
121,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,26,19,17,32,58,2.0,51.0,44.0,13.0,17.0,51.0,RB,1226239151213391872
122,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,26,19,17,32,58,2.0,51.0,44.0,13.0,17.0,51.0,QB,1226239151213391872
123,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,13,26,19,17,32,58,2.0,51.0,44.0,13.0,17.0,51.0,TE,1226239151213391872
124,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,13,26,18,17,32,57,2.0,51.0,44.0,9.0,17.0,51.0,WR,1226239151213391872
125,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,13,25,18,17,32,56,2.0,51.0,44.0,9.0,17.0,51.0,RB,1226239151213391872
126,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,13,25,18,17,32,56,2.0,51.0,44.0,9.0,17.0,51.0,RB,1226239151213391872
127,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,12,25,18,17,32,55,2.0,51.0,44.0,9.0,17.0,51.0,RB,1226239151213391872
128,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,11,25,18,17,32,54,2.0,51.0,44.0,9.0,17.0,51.0,QB,1226239151213391872
129,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,11,25,18,17,32,54,2.0,51.0,44.0,9.0,17.0,51.0,WR,1226239151213391872
130,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,11,24,18,17,32,53,2.0,51.0,44.0,9.0,17.0,51.0,RB,1226239151213391872
